date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:29:22	34475/34475	---M--	200	added ('OK')	image/png	etag:%2286ab-66eaddfd-f2d151fd8f68c7d4;;;%22	https://themeadapt.com/tf/logistex/assets/img/images/author03.png	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/images/author03.png	(from https://themeadapt.com/tf/logistex/)
21:29:22	29436/29436	---M--	200	added ('OK')	image/png	etag:%2272fc-66eaddfe-82c134c9d7ffca0d;;;%22	https://themeadapt.com/tf/logistex/assets/img/images/author04.png	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/images/author04.png	(from https://themeadapt.com/tf/logistex/)
21:29:23	6636/6636	---M--	200	added ('OK')	image/png	etag:%2219ec-66eaddfd-71cff45d98f97905;;;%22	https://themeadapt.com/tf/logistex/assets/img/images/about_shape.png	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/images/about_shape.png	(from https://themeadapt.com/tf/logistex/)
21:29:23	2668/2668	---M--	200	added ('OK')	image/png	etag:%22a6c-66eaddfd-dae49db242519e63;;;%22	https://themeadapt.com/tf/logistex/assets/img/brand/brand_img01.png	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/brand/brand_img01.png	(from https://themeadapt.com/tf/logistex/)
21:29:23	3976/3976	---M--	200	added ('OK')	image/png	etag:%22f88-66eaddfd-6326dc4197f8a719;;;%22	https://themeadapt.com/tf/logistex/assets/img/brand/brand_img02.png	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/brand/brand_img02.png	(from https://themeadapt.com/tf/logistex/)
21:29:24	2294/2294	---M--	200	added ('OK')	image/png	etag:%228f6-66eaddfd-28867742b61bd950;;;%22	https://themeadapt.com/tf/logistex/assets/img/brand/brand_img03.png	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/brand/brand_img03.png	(from https://themeadapt.com/tf/logistex/)
21:29:24	3372/3372	---M--	200	added ('OK')	image/png	etag:%22d2c-66eaddfd-1215afdbcd5a54ab;;;%22	https://themeadapt.com/tf/logistex/assets/img/brand/brand_img04.png	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/brand/brand_img04.png	(from https://themeadapt.com/tf/logistex/)
21:29:24	2708/2708	---M--	200	added ('OK')	image/png	etag:%22a94-66eaddfd-ac8bfad4bf878cb7;;;%22	https://themeadapt.com/tf/logistex/assets/img/brand/brand_img05.png	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/brand/brand_img05.png	(from https://themeadapt.com/tf/logistex/)
21:29:25	2904/2904	---M--	200	added ('OK')	image/png	etag:%22b58-66eaddfd-ecb347db5a0465f7;;;%22	https://themeadapt.com/tf/logistex/assets/img/brand/brand_img06.png	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/brand/brand_img06.png	(from https://themeadapt.com/tf/logistex/)
21:29:25	213079/213079	---M--	200	added ('OK')	image/jpeg	etag:%2234057-66eade05-30a615ed8db4ed08;;;%22	https://themeadapt.com/tf/logistex/assets/img/services/services_img01.jpg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/services/services_img01.jpg	(from https://themeadapt.com/tf/logistex/)
21:29:26	147826/147826	---M--	200	added ('OK')	image/jpeg	etag:%2224172-66eade05-cadb3714a4141bba;;;%22	https://themeadapt.com/tf/logistex/assets/img/services/services_img02.jpg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/services/services_img02.jpg	(from https://themeadapt.com/tf/logistex/)
21:29:26	143055/143055	---M--	200	added ('OK')	image/jpeg	etag:%2222ecf-66eade05-31f54045a9d72733;;;%22	https://themeadapt.com/tf/logistex/assets/img/services/services_img03.jpg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/services/services_img03.jpg	(from https://themeadapt.com/tf/logistex/)
21:29:26	134162/134162	---M--	200	added ('OK')	image/jpeg	etag:%2220c12-66eade05-1d503513d2f0e1d5;;;%22	https://themeadapt.com/tf/logistex/assets/img/services/services_img04.jpg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/services/services_img04.jpg	(from https://themeadapt.com/tf/logistex/)
21:29:26	13254/13254	---M--	200	added ('OK')	image/png	etag:%2233c6-66eade06-2d08e50187913513;;;%22	https://themeadapt.com/tf/logistex/assets/img/services/services_shape01.png	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/services/services_shape01.png	(from https://themeadapt.com/tf/logistex/)
21:29:27	3400/3400	---M--	200	added ('OK')	image/png	etag:%22d48-66eade06-f44e34cdac61aaac;;;%22	https://themeadapt.com/tf/logistex/assets/img/services/services_shape02.png	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/services/services_shape02.png	(from https://themeadapt.com/tf/logistex/)
21:29:27	254098/254098	---M-Z	200	added ('OK')	image/svg+xml	etag:%223e092-66eaddfb-3ecc9da00e98b649;gz%22	https://themeadapt.com/tf/logistex/assets/img/bg/vector_bg.svg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/bg/vector_bg.svg	(from https://themeadapt.com/tf/logistex/)
21:29:27	161561/161561	---M--	200	added ('OK')	image/jpeg	etag:%2227719-66eaddfe-21667da313a454fb;;;%22	https://themeadapt.com/tf/logistex/assets/img/images/choose_img01.jpg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/images/choose_img01.jpg	(from https://themeadapt.com/tf/logistex/)
21:29:28	63198/63198	---M--	200	added ('OK')	image/png	etag:%22f6de-66eaddfd-3e83c51ed52e0c49;;;%22	https://themeadapt.com/tf/logistex/assets/img/images/achieved_img.png	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/images/achieved_img.png	(from https://themeadapt.com/tf/logistex/)
21:29:28	136637/136637	---M--	200	added ('OK')	image/png	etag:%22215bd-66eaddfd-d5d8190bac3350e1;;;%22	https://themeadapt.com/tf/logistex/assets/img/images/achieved_shape.png	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/images/achieved_shape.png	(from https://themeadapt.com/tf/logistex/)
21:29:28	560/560	---M-Z	200	added ('OK')	image/svg+xml	etag:%22230-66eaddfd-2c8407d9277f2d30;gz%22	https://themeadapt.com/tf/logistex/assets/img/icon/star.svg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/icon/star.svg	(from https://themeadapt.com/tf/logistex/)
21:29:29	253965/253965	---M-Z	200	added ('OK')	image/svg+xml	etag:%223e00d-66eaddfb-6c5e9db7ea1cf63b;gz%22	https://themeadapt.com/tf/logistex/assets/img/bg/vector_bg02.svg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/bg/vector_bg02.svg	(from https://themeadapt.com/tf/logistex/)
21:29:29	152061/152061	---M--	200	added ('OK')	image/jpeg	etag:%22251fd-66eade03-83c6db64b0213c63;;;%22	https://themeadapt.com/tf/logistex/assets/img/project/project_img01.jpg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/project/project_img01.jpg	(from https://themeadapt.com/tf/logistex/)
21:29:30	132875/132875	---M--	200	added ('OK')	image/jpeg	etag:%222070b-66eade03-ae49ab6e9c22b46b;;;%22	https://themeadapt.com/tf/logistex/assets/img/project/project_img02.jpg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/project/project_img02.jpg	(from https://themeadapt.com/tf/logistex/)
21:29:30	174815/174815	---M--	200	added ('OK')	image/jpeg	etag:%222aadf-66eade03-634e78b7a36466b2;;;%22	https://themeadapt.com/tf/logistex/assets/img/project/project_img03.jpg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/project/project_img03.jpg	(from https://themeadapt.com/tf/logistex/)
21:29:31	423809/423809	---M--	200	added ('OK')	image/jpeg	etag:%2267781-66eaddfc-c61e4580d0bcafd8;;;%22	https://themeadapt.com/tf/logistex/assets/img/bg/video_bg.jpg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/bg/video_bg.jpg	(from https://themeadapt.com/tf/logistex/)
21:29:31	259/259	---M--	200	added ('OK')	image/svg+xml	etag:%22103-66eaddfd-95e62be9a4d6f0d;;;%22	https://themeadapt.com/tf/logistex/assets/img/icon/quote.svg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/icon/quote.svg	(from https://themeadapt.com/tf/logistex/)
21:29:31	161724/161724	---M--	200	added ('OK')	image/png	etag:%22277bc-66eade02-3f531cd9e37e1789;;;%22	https://themeadapt.com/tf/logistex/assets/img/images/testimonial_shape.png	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/images/testimonial_shape.png	(from https://themeadapt.com/tf/logistex/)
21:29:31	834/834	---M-Z	200	added ('OK')	image/svg+xml	etag:%22342-66eade02-2b6d10a8be06b35c;gz%22	https://themeadapt.com/tf/logistex/assets/img/images/work_shape01.svg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/images/work_shape01.svg	(from https://themeadapt.com/tf/logistex/)
21:29:32	841/841	---M-Z	200	added ('OK')	image/svg+xml	etag:%22349-66eade02-5cdb40adeb2b4bd8;gz%22	https://themeadapt.com/tf/logistex/assets/img/images/work_shape02.svg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/images/work_shape02.svg	(from https://themeadapt.com/tf/logistex/)
21:29:32	32615/32615	---M--	200	added ('OK')	image/jpeg	etag:%227f67-66eaddfc-913052e3b25a0a00;;;%22	https://themeadapt.com/tf/logistex/assets/img/blog/blog_img01.jpg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/blog/blog_img01.jpg	(from https://themeadapt.com/tf/logistex/)
21:29:32	67361/67361	---M--	200	added ('OK')	image/jpeg	etag:%2210721-66eaddfc-a761b4bbfb3cf2b;;;%22	https://themeadapt.com/tf/logistex/assets/img/blog/blog_img02.jpg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/blog/blog_img02.jpg	(from https://themeadapt.com/tf/logistex/)
21:32:55	39937/39937	---M--	200	added ('OK')	image/jpeg	etag:%229c01-66eaddfc-19efe37d2f0a117e;;;%22	https://themeadapt.com/tf/logistex/assets/img/blog/blog_img03.jpg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/blog/blog_img03.jpg	(from https://themeadapt.com/tf/logistex/)
21:32:58	4230/4230	---M--	200	added ('OK')	image/png	etag:%221086-66eaddfe-67808c35e99fbc5a;;;%22	https://themeadapt.com/tf/logistex/assets/img/images/cta_shape.png	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/images/cta_shape.png	(from https://themeadapt.com/tf/logistex/)
21:32:58	20770/20770	---M-Z	200	added ('OK')	image/svg+xml	etag:%225122-66eade03-41aa2954bb337b67;gz%22	https://themeadapt.com/tf/logistex/assets/img/logo/w_logo.svg	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/logo/w_logo.svg	(from https://themeadapt.com/tf/logistex/)
21:32:58	3625/3625	---M--	200	added ('OK')	image/png	etag:%22e29-66eaddfe-ce4b9428b33274c6;;;%22	https://themeadapt.com/tf/logistex/assets/img/images/footer_shape01.png	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/images/footer_shape01.png	(from https://themeadapt.com/tf/logistex/)
21:33:00	6545/6545	---M--	200	added ('OK')	image/png	etag:%221991-66eaddff-9c562edd35097ac7;;;%22	https://themeadapt.com/tf/logistex/assets/img/images/footer_shape02.png	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/img/images/footer_shape02.png	(from https://themeadapt.com/tf/logistex/)
21:33:00	107748/107748	---M-Z	200	added ('OK')	application/x-javascript	etag:%221a4e4-66eade07-7e6b71c88e629b75;gz%22	https://themeadapt.com/tf/logistex/assets/js/vendor/jquery-3.6.0.min.js	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/js/vendor/jquery-3.6.0.min.js	(from https://themeadapt.com/tf/logistex/)
21:33:01	80663/80663	---M-Z	200	added ('OK')	application/x-javascript	etag:%2213b17-66eaddf7-1aefd2fa5382a804;gz%22	https://themeadapt.com/tf/logistex/assets/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/js/bootstrap.bundle.min.js	(from https://themeadapt.com/tf/logistex/)
21:33:01	20216/20216	---M-Z	200	added ('OK')	application/x-javascript	etag:%224ef8-66eaddf7-f2f9513d8f44df60;gz%22	https://themeadapt.com/tf/logistex/assets/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/js/jquery.magnific-popup.min.js	(from https://themeadapt.com/tf/logistex/)
21:33:01	10544/10544	---M-Z	200	added ('OK')	application/x-javascript	etag:%222930-66eaddf7-ee9212a28ce66e12;gz%22	https://themeadapt.com/tf/logistex/assets/js/jquery.counterup.min.js	C:/My%20Web%20Sites/alpha/themeadapt.com/tf/logistex/assets/js/jquery.counterup.min.js	(from https://themeadapt.com/tf/logistex/)
